Job Title,Company Name,Study Level,Experience Level,Contract Type,Region,Skills,Posting Date,Job Link,Disponibilité,Langues,Salary,Mobility
Teacher,"Adams, Calderon and Garner",Bac+3,"Etudiant, jeune diplômé et plus",CDD,Zaghouan,"Machine Learning, SQL, Leadership",2026-08-02,https://fakejobsite.com/job/123,Immediate,Arabic,1136,On-site
Accountant,Walters LLC,Bac+1,"Etudiant, jeune diplômé & Débutant < 2 ans",Unspecified,Sidi Bouzid,"Project Management, Data Analysis, Leadership, Python, SQL",2026-09-13,https://fakejobsite.com/job/124,In 1 month,Arabic,1359,Hybrid
Data Scientist,Long and Sons,Bac+3,Expérience entre 2 ans et 5 ans et plus,CDI,TRIPOLI,"Machine Learning, Data Analysis, SQL",2024-03-12,https://fakejobsite.com/job/125,In 3 months,"English, Arabic",1054,Hybrid
Project Manager,Graves Ltd,Bac+3,Entre 5 et 10 ans,Stage,Kairouan,"Data Analysis, Java",2025-05-28,https://fakejobsite.com/job/126,In 1 month,"Arabic, French, English",1324,On-site
Software Engineer,Morales-Watson,Bac+5,Expérience entre 2 ans et 5 ans,Alternance,DAKAR,"SQL, Communication, Java",2026-09-02,https://fakejobsite.com/job/127,In 3 months,"English, Arabic, French",1259,On-site
Software Engineer,Smith-Miller,Qualification avant bac,Entre 1 et 2 ans,Indépendant-Freelance,TRIPOLI,"Java, Project Management, SQL",2024-03-20,https://fakejobsite.com/job/128,In 3 months,Arabic,1668,Remote
Project Manager,Carter-Sullivan,Bac,Débutant < 2 ans,Temps partiel,Sousse,"Leadership, Project Management, Python, Java",2026-07-04,https://fakejobsite.com/job/129,In 1 month,"English, French, Arabic",873,Remote
Data Scientist,Howell-Mccormick,Bac+3,Expérience entre 2 ans et 5 ans et plus,Indépendant-Freelance,International,"SQL, Leadership, Machine Learning, Python, Project Management",2025-09-11,https://fakejobsite.com/job/130,Immediate,"Arabic, French, English",1212,Hybrid
Marketing Manager,"Thomas, Martinez and Shannon",Bac+3,"Etudiant, jeune diplômé & Débutant < 2 ans",Temps partiel,Sfax,"Python, Data Analysis, SQL, Project Management, Machine Learning",2024-08-07,https://fakejobsite.com/job/131,In 1 month,"French, English, Arabic",1665,Hybrid
Software Engineer,"Aguilar, Smith and Sosa",Bac+3,Aucune expérience,Statutaire,Tozeur,"Leadership, Java, Data Analysis",2025-02-20,https://fakejobsite.com/job/132,Immediate,"French, Arabic, English",838,Remote
Marketing Manager,Gonzales Inc,Bac+2,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Stage-PFE,Sfax,"Leadership, Python, Project Management, Data Analysis, Communication",2025-07-28,https://fakejobsite.com/job/133,Immediate,"English, Arabic",1516,Remote
Software Engineer,Long-Hamilton,Bac+3,Entre 5 et 10 ans,Fonction publique,Sidi Bouzid,"Leadership, Java, Machine Learning",2024-07-20,https://fakejobsite.com/job/134,In 1 month,"English, Arabic, French",1096,On-site
Software Engineer,Cox-Martin,Autres,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,Sousse,"SQL, Machine Learning",2026-06-11,https://fakejobsite.com/job/135,Immediate,"French, Arabic, English",1267,Remote
Teacher,Richards-Smith,Bac+3,"Etudiant, jeune diplômé - Débutant < 2 ans",Alternance,Nabeul,"Java, Communication",2024-05-21,https://fakejobsite.com/job/136,Immediate,"English, Arabic, French",1052,Remote
Teacher,"Merritt, Morrow and Lee",Bac+3,Aucune expérience,Temps partiel,International,"Data Analysis, SQL, Project Management, Java, Python",2024-05-17,https://fakejobsite.com/job/137,In 1 month,"French, Arabic",669,Hybrid
Nurse,Johnson Ltd,Bac+5,Entre 2 et 5 ans,SIVP,Monastir,"SQL, Data Analysis, Java, Project Management",2024-02-15,https://fakejobsite.com/job/138,In 1 month,"English, French",1564,Remote
Accountant,Carson Inc,Bac+3,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Unspecified,Zaghouan,"Communication, SQL, Project Management, Data Analysis",2025-08-30,https://fakejobsite.com/job/139,In 1 month,"French, English",1385,Hybrid
Project Manager,"Cervantes, Roberts and Chandler",Autres,Débutant < 2 ans,CDI,Tunis,"Machine Learning, SQL, Python, Project Management, Communication",2026-06-05,https://fakejobsite.com/job/140,Immediate,"French, Arabic, English",740,Remote
Project Manager,"Sanchez, Johnson and Carpenter",Autres,Entre 1 et 2 ans,Unspecified,Le Kef,"Communication, Java",2025-04-15,https://fakejobsite.com/job/141,In 3 months,"French, English",1023,On-site
Project Manager,"Anderson, Chase and Anderson",Bac+3,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDD,Nabeul,"Python, SQL",2024-12-03,https://fakejobsite.com/job/142,Immediate,"Arabic, English, French",1540,Remote
Nurse,Tucker-Smith,Bac+3,Expérience entre 2 ans et 5 ans et plus,Statutaire,Zaghouan,"Project Management, Java",2026-09-09,https://fakejobsite.com/job/143,In 3 months,"Arabic, English",1375,Remote
Teacher,Carson Inc,Bac+3,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Fonction publique,Gabes,"Data Analysis, Java",2025-07-05,https://fakejobsite.com/job/144,In 1 month,English,1101,Remote
Data Scientist,Mcfarland Ltd,Bac+3,Expérience entre 5 ans et 10 ans,CDI,Sfax,"Leadership, Communication, Python",2026-07-11,https://fakejobsite.com/job/145,In 3 months,"Arabic, English",1568,Hybrid
Marketing Manager,Schneider-Smith,Bac,Débutant < 2 ans,Unspecified,Gabes,"Leadership, Communication, Data Analysis",2024-02-18,https://fakejobsite.com/job/146,In 1 month,"French, English, Arabic",1333,On-site
Marketing Manager,Moore-White,Bac+4,Expérience entre 2 ans et 5 ans et plus,Alternance,Tunis,"Data Analysis, Machine Learning, SQL, Python",2024-06-15,https://fakejobsite.com/job/147,In 1 month,"French, English",974,Remote
Data Scientist,"Owen, Soto and Rush",Bac+3,Moins d'un an,CDI,DAKAR,"Machine Learning, Python, Leadership",2024-06-22,https://fakejobsite.com/job/148,In 3 months,"French, Arabic, English",1193,Hybrid
Nurse,"Burgess, Christian and Hendricks",Bac,"Etudiant, jeune diplômé",Temps partiel,Monastir,"Machine Learning, Leadership",2024-03-03,https://fakejobsite.com/job/149,In 1 month,"English, French",770,On-site
Data Scientist,Holland-Miles,Bac+3,Entre 5 et 10 ans,CDD,Tozeur,"SQL, Communication, Java, Python, Leadership",2026-05-01,https://fakejobsite.com/job/150,In 3 months,"English, French, Arabic",1571,Hybrid
Project Manager,"Stewart, Downs and Macias",Formations professionnelles,Expérience entre 5 ans et 10 ans,SIVP,International,"Machine Learning, SQL",2026-02-17,https://fakejobsite.com/job/151,In 1 month,English,1647,Hybrid
Accountant,Lewis-Davis,Bac+3,Expérience > 10 ans,Intérim,Sidi Bouzid,"Python, Data Analysis",2025-03-13,https://fakejobsite.com/job/152,Immediate,"Arabic, English, French",1888,On-site
Software Engineer,Mcfarland PLC,Bac+2,Aucune expérience,Saisonnier,DAKAR,"Communication, Python, Machine Learning, Data Analysis, SQL",2026-07-29,https://fakejobsite.com/job/153,Immediate,"French, English, Arabic",1433,Remote
Marketing Manager,Holland and Sons,Bac+3,Expérience entre 2 ans et 5 ans et plus,SIVP,Le Kef,"Leadership, Python, Project Management, Data Analysis, Communication",2024-05-10,https://fakejobsite.com/job/154,In 1 month,"French, English",1046,Hybrid
Teacher,Hampton and Sons,Autres,Débutant < 2 ans et plus,Stage,Tozeur,"SQL, Java, Communication",2025-07-18,https://fakejobsite.com/job/155,In 1 month,Arabic,1537,Hybrid
Teacher,Lucas-Roberts,Bac+3,Débutant < 2 ans et plus,CDI,Sidi Bouzid,"Leadership, Project Management, SQL, Machine Learning",2026-06-30,https://fakejobsite.com/job/156,In 3 months,"French, English, Arabic",1102,Remote
Nurse,"Love, Long and Schroeder",Bac+5,Expérience entre 2 ans et 5 ans et plus,Indépendant-Freelance,Gabes,"Communication, SQL, Java, Python",2025-11-25,https://fakejobsite.com/job/157,Immediate,Arabic,1354,Remote
Teacher,"Francis, Roberts and Thompson",Bac+5,Entre 1 et 2 ans,Stage-PFE,Sfax,"Leadership, Java, Project Management, Machine Learning",2025-01-29,https://fakejobsite.com/job/158,In 3 months,English,2287,On-site
Project Manager,Rose-Pennington,Bac+3,Expérience entre 5 ans et 10 ans,Indépendant-Freelance,Gafsa,"Communication, Python, Project Management, Data Analysis, Java",2026-09-16,https://fakejobsite.com/job/159,In 1 month,French,1748,On-site
Marketing Manager,"Williams, Wood and Munoz",Bac+5,Entre 5 et 10 ans,SIVP,Tunis,"Project Management, Data Analysis, SQL, Communication, Machine Learning",2025-12-29,https://fakejobsite.com/job/160,In 1 month,French,1179,On-site
Data Scientist,Adams-Kelly,Bac+3,Entre 1 et 2 ans,Temps partiel,Siliana,"Python, Machine Learning, Java, Leadership",2024-01-19,https://fakejobsite.com/job/161,In 3 months,"English, French, Arabic",1287,Remote
Project Manager,"Watkins, Johnson and Lee",Bac+4,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Indépendant-Freelance,Gafsa,"SQL, Project Management, Machine Learning",2026-07-18,https://fakejobsite.com/job/162,In 1 month,French,1162,Hybrid
Nurse,Tucker PLC,Bac+4,Débutant < 2 ans et plus,Alternance,Gabes,"Leadership, Communication, SQL",2024-08-29,https://fakejobsite.com/job/163,Immediate,"Arabic, English, French",1310,Hybrid
Project Manager,Gibson Inc,Bac+3,"Etudiant, jeune diplômé et plus",Indépendant-Freelance,Ariana,"Leadership, SQL, Python, Communication, Data Analysis",2025-03-12,https://fakejobsite.com/job/164,In 3 months,"French, English, Arabic",1173,On-site
Data Scientist,Harris Ltd,Bac+1,Expérience entre 2 ans et 5 ans,Fonction publique,Siliana,"SQL, Communication, Java",2025-01-25,https://fakejobsite.com/job/165,Immediate,"English, Arabic, French",1984,Remote
Accountant,"Bennett, Chandler and Brown",Bac+5,Expérience entre 5 ans et 10 ans,Intérim,Zaghouan,"Communication, Project Management, Machine Learning, Leadership",2025-01-16,https://fakejobsite.com/job/166,Immediate,"French, English",2416,Hybrid
Nurse,Jones-Foley,Bac+3,"Etudiant, jeune diplômé et plus",CDI,Gabes,"SQL, Communication, Machine Learning, Data Analysis",2024-04-16,https://fakejobsite.com/job/167,Immediate,"French, Arabic",914,On-site
Accountant,Anthony-White,Bac+2,Expérience entre 5 ans et 10 ans,Statutaire,DAKAR,"Leadership, Data Analysis, SQL, Communication",2024-02-16,https://fakejobsite.com/job/168,In 3 months,Arabic,1696,Hybrid
Software Engineer,"Becker, Fernandez and Bates",Bac,Moins d'un an,Indépendant-Freelance,Tunis,"Java, Communication, Leadership",2024-09-08,https://fakejobsite.com/job/169,In 1 month,"English, French",1134,Hybrid
Accountant,"Williams, Villarreal and Brown",Bac+4,Expérience entre 5 ans et 10 ans,CDD,Monastir,"Java, Communication, Machine Learning, Leadership",2024-08-27,https://fakejobsite.com/job/170,Immediate,"English, Arabic, French",1712,Remote
Software Engineer,Johns-Torres,Bac+5,Entre 5 et 10 ans,Statutaire,Gabes,"Project Management, Communication, Leadership",2025-04-22,https://fakejobsite.com/job/171,Immediate,"French, English",1134,Remote
Software Engineer,Lee Inc,Bac,Expérience entre 2 ans et 5 ans et plus,Intérim,Zaghouan,"Machine Learning, Python, Java, Data Analysis",2024-06-26,https://fakejobsite.com/job/172,Immediate,"Arabic, French",1708,Hybrid
Accountant,Peck Ltd,Bac+3,Expérience entre 2 ans et 5 ans et plus,Unspecified,Gafsa,"Communication, Java, Data Analysis",2025-06-09,https://fakejobsite.com/job/173,In 1 month,Arabic,1019,On-site
Nurse,Lewis Inc,Bac+3,Expérience > 10 ans,Temps partiel,Gafsa,"Data Analysis, Leadership",2025-07-24,https://fakejobsite.com/job/174,In 1 month,English,2098,Remote
Data Scientist,Washington-Donovan,Bac+4,Débutant < 2 ans,Intérim,Monastir,"Python, Machine Learning",2025-05-31,https://fakejobsite.com/job/175,In 3 months,"French, English, Arabic",896,Hybrid
Project Manager,Martinez-Marshall,Bac+2,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Indépendant-Freelance,Nabeul,"Data Analysis, Communication, Project Management, Python",2025-10-26,https://fakejobsite.com/job/176,In 1 month,"English, French, Arabic",810,Remote
Project Manager,"Herring, Smith and Pratt",Bac+5,Débutant < 2 ans et plus,Intérim,Le Kef,"Machine Learning, Project Management",2026-05-18,https://fakejobsite.com/job/177,In 3 months,English,1494,Remote
Data Scientist,Moss LLC,Bac+3,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Statutaire,Nabeul,"Leadership, Data Analysis, Java, Python, SQL",2026-05-21,https://fakejobsite.com/job/178,In 3 months,"Arabic, English",1320,Remote
Marketing Manager,Estrada-Cooper,Autres,Débutant < 2 ans et plus,Stage-PFE,Siliana,"Java, SQL, Python, Project Management, Machine Learning",2025-04-19,https://fakejobsite.com/job/179,In 3 months,"French, English",1239,Hybrid
Marketing Manager,King-Porter,Bac+2,Expérience entre 2 ans et 5 ans,Temps partiel,Monastir,"Python, Java",2025-02-21,https://fakejobsite.com/job/180,In 3 months,"French, English",533,On-site
Software Engineer,"Lee, Harvey and Welch",Bac+3,Aucune expérience,Indépendant-Freelance,Abidjan,"Machine Learning, Python, Java",2025-03-30,https://fakejobsite.com/job/181,In 3 months,"English, Arabic, French",696,On-site
Software Engineer,Nichols-King,Bac+2,Expérience entre 2 ans et 5 ans,Alternance,Sidi Bouzid,"SQL, Machine Learning",2025-04-30,https://fakejobsite.com/job/182,Immediate,"English, French",1607,On-site
Nurse,Lee-Murray,Autres,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,SIVP,Abidjan,"SQL, Project Management, Leadership",2025-05-25,https://fakejobsite.com/job/183,In 1 month,"French, Arabic, English",869,Remote
Teacher,"Fisher, Zuniga and Fisher",Qualification avant bac,"Etudiant, jeune diplômé - Débutant < 2 ans",Fonction publique,Sousse,"SQL, Data Analysis, Machine Learning, Communication",2026-01-20,https://fakejobsite.com/job/184,Immediate,"English, French, Arabic",1150,Hybrid
Accountant,Gordon-Smith,Bac+3,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Saisonnier,TRIPOLI,"Java, SQL",2026-01-08,https://fakejobsite.com/job/185,In 3 months,"French, Arabic",864,Remote
Software Engineer,"Mccoy, Daniels and Weber",Bac+4,Expérience entre 5 ans et 10 ans,Stage,Tozeur,"Project Management, Data Analysis, Communication",2026-08-26,https://fakejobsite.com/job/186,In 1 month,"French, English, Arabic",2116,On-site
Project Manager,Middleton-Freeman,Bac+5,Entre 5 et 10 ans,Temps partiel,International,"Data Analysis, Java",2025-04-02,https://fakejobsite.com/job/187,Immediate,English,1732,On-site
Nurse,Phillips LLC,Bac+3,Entre 1 et 2 ans,Intérim,International,"Java, Leadership, Python",2025-09-17,https://fakejobsite.com/job/188,Immediate,"French, English",1411,Hybrid
Accountant,Macias LLC,Bac+3,Débutant < 2 ans,Alternance,Gabes,"Leadership, Communication, Machine Learning, Project Management, Data Analysis",2025-02-07,https://fakejobsite.com/job/189,In 3 months,"English, Arabic",1195,Remote
Nurse,"Weaver, Lee and Krause",Bac+3,"Etudiant, jeune diplômé & Débutant < 2 ans",CDI,Zaghouan,"Project Management, Data Analysis",2024-05-28,https://fakejobsite.com/job/190,Immediate,"Arabic, French, English",1640,On-site
Accountant,"Wiggins, Mcmillan and Bradshaw",Bac+1,Débutant < 2 ans et plus,CDI,DAKAR,"Leadership, Python, Communication, Java",2025-10-20,https://fakejobsite.com/job/191,Immediate,Arabic,806,Hybrid
Accountant,Lawson and Sons,Formations professionnelles,Plus que 10 ans,Stage,Siliana,"Project Management, Leadership, Python, Machine Learning",2025-06-07,https://fakejobsite.com/job/192,Immediate,French,902,Remote
Data Scientist,"Watson, Briggs and Harrison",Formations professionnelles,Plus que 10 ans,Temps partiel,Médenine,"Data Analysis, Leadership, Java",2025-07-13,https://fakejobsite.com/job/193,Immediate,English,1324,Remote
Software Engineer,Schmidt-Rodriguez,Bac+4,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Temps partiel,Zaghouan,"Python, Java",2025-05-21,https://fakejobsite.com/job/194,Immediate,"Arabic, French",1520,On-site
Nurse,Giles Group,Bac+3,Plus que 10 ans,Fonction publique,Monastir,"Machine Learning, Project Management, Python, SQL",2025-10-11,https://fakejobsite.com/job/195,In 3 months,"Arabic, English",1024,On-site
Nurse,"Murphy, Alvarez and Barrera",Bac+3,Débutant < 2 ans et plus,Intérim,Abidjan,"SQL, Data Analysis, Machine Learning, Communication",2025-06-24,https://fakejobsite.com/job/196,In 3 months,"English, Arabic",1005,Remote
Data Scientist,Cantu PLC,Bac+5,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Stage-PFE,TRIPOLI,"Leadership, Python, Machine Learning, SQL, Project Management",2026-02-11,https://fakejobsite.com/job/197,Immediate,"Arabic, English, French",1218,Remote
Project Manager,"Burns, Ortiz and Velez",Formations professionnelles,Débutant < 2 ans et plus,Stage,Gafsa,"Machine Learning, Python, SQL, Java",2024-01-17,https://fakejobsite.com/job/198,In 3 months,English,698,On-site
Project Manager,"Orr, Gonzalez and Ramsey",Formations professionnelles,"Etudiant, jeune diplômé & Débutant < 2 ans",Fonction publique,Ben Arous,"Machine Learning, Leadership",2025-01-07,https://fakejobsite.com/job/199,In 3 months,English,782,Remote
Marketing Manager,"Sloan, Osborn and Foster",Bac+5,Entre 1 et 2 ans,Intérim,Ariana,"Data Analysis, Project Management",2025-02-01,https://fakejobsite.com/job/200,In 1 month,"Arabic, French, English",1024,On-site
Software Engineer,Dunn-Meyer,Bac+4,Aucune expérience,Statutaire,Siliana,"Machine Learning, Java, Leadership, Project Management, Communication",2025-12-04,https://fakejobsite.com/job/201,Immediate,"English, Arabic",903,Remote
Software Engineer,"Hendricks, Mcgrath and Thomas",Bac+1,Expérience > 10 ans,Alternance,Tozeur,"Leadership, Data Analysis",2024-08-30,https://fakejobsite.com/job/202,In 3 months,"Arabic, English, French",1751,On-site
Teacher,"Gallegos, Miller and Newman",Bac+2,Plus que 10 ans,SIVP,Tataouine,"Communication, Data Analysis, Leadership, Python, Java",2024-04-30,https://fakejobsite.com/job/203,In 3 months,English,1087,Hybrid
Data Scientist,Brown-Pollard,Formations professionnelles,Expérience > 10 ans,Stage-PFE,International,"SQL, Communication, Project Management, Data Analysis",2025-05-29,https://fakejobsite.com/job/204,Immediate,"English, Arabic, French",1459,On-site
Project Manager,Fisher-Lewis,Bac+4,Expérience entre 2 ans et 5 ans et plus,Statutaire,TRIPOLI,"Python, Project Management, Leadership, Data Analysis, Machine Learning",2024-08-22,https://fakejobsite.com/job/205,In 1 month,Arabic,1076,On-site
